Sesión	Fecha	Lugar	Nombre de la sesión	Contenidos trabajados	'Saberes 
Básicos'	Criterios de evaluación	Indicadores de logro	'Competencias
Clave'	'Duración 
(minutos)'	Peso	Nota	Puntuación
S00	2025/09/21	Aula	Evaluación inicial	N.A	N.A.	N.A.	N.A.	TODO	60	0,00%		
S01	2025/09/21	Aula	Explicación teórica grupal apoyada en simulador https://www.falstad.com/circuit/index.html	Tensión, intensidad, resistencia, potencia, energía. Ley de Ohm.	TEI-I.4.1	CEV4.1	IL4.1.1	TODO	60	0,00%		
S02	2025/09/21	Aula	Explicación teórica grupal apoyada en simulador https://www.falstad.com/circuit/index.html	Funcionamiento de resistencias condensadores y bobinas.	TEI-I.4.1	CEV4.1	IL4.1.2	TODO	60	0,00%		
S03	2025/09/21	Aula	Explicación teórica grupal apoyada en simulador https://www.falstad.com/circuit/index.html	Leyes de Kirchoff. Circuitos eléctricos en corriente continua: serie, paralelo y mixtos. 	TEI-I.4.3	'CEV4.1
CEV4.3'	'IL4.1.3
IL4.3.1'	TODO	60	0,00%		
S04	2025/09/21	Aula	Explicación teórica grupal apoyada en simulador https://www.falstad.com/circuit/index.html	Componentes electrónicos básicos: relé, diodo, led y transistor.	TEI-I.4.2	CEV4.1	'IL4.1.4
IL4.3.2'	TODO	60	0,00%		
S05	2025/09/21	TODO	TODO	Circuitos y máquinas de corriente continua.	TEI-I.4.4	'CEV4.2
CEV4.3'	IL4.2.1	TODO	60	0,00%		
S06	2025/09/21	Sala inf.	Flipped Classroom con simulación en DCABLab (u otro similar, por valorar)	'Simulación:
- Circuitos con resistencias serie, paralelo y mixtos.
- Circuito RC y LC.'	TEI-I.4.3	CEV4.4	IL4.4.1	TODO	60	10,00%	10	1,00
S07	2025/09/21	Taller	Montaje de circuitos simples con placas de prueba.	'Montaje:
- Circuito resistencias serie, paralelo y mixtos.
- Circuito RC y LC.'	TEI-I.4.3	CEV4.4	IL4.4.1	TODO	60	10,00%	10	1,00
S08	2025/09/21	Sala inf.	Flipped Classroom con simulación en DCABLab (u otro similar, por valorar)	Simulación circuitos básicos con relés, diodos, leds, transistores.	TEI-I.4.3	CEV4.4	IL4.4.2	TODO	60	10,00%	10	1,00
S09	2025/09/21	Taller	Montaje de circuitos simples con placas de prueba.	Montaje circuitos básicos con relés, diodos, leds, transistores.	TEI-I.4.3	CEV4.4	IL4.4.2	TODO	60	10,00%	10	1,00
S10	2025/09/21	Aula	Repaso general	N.A	N.A.	N.A.	N.A.	N.A.	60	0,00%		
S11	2025/09/21	Aula	Examen	N.A	N.A.	N.A.	N.A.	N.A.	60	60,00%	10	6,00
									720	100,00 %		10
